,Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Status,Manager
351,19539.0,Low,0.06,160.98,35.02,637.0,Christopher Bryant,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,0.72,United States,West,California,Santa Clara,95051.0,2015-03-20,2015-03-24,-229.68,8.0,1232.01,87953.0,,William
352,24387.0,Critical,0.06,65.99,8.8,638.0,Brooke Shepherd,Express Air,Consumer,Technology,Telephones and Communication,Small Box,6120,0.58,United States,West,California,Santa Cruz,95062.0,2015-04-30,2015-05-01,288.09,9.0,506.38,87954.0,,William
353,24388.0,Critical,0.0,195.99,4.2,638.0,Brooke Shepherd,Express Air,Consumer,Technology,Telephones and Communication,Small Box,KH 688,0.57,United States,West,California,Santa Cruz,95062.0,2015-04-30,2015-05-02,719.4767999999999,6.0,1042.72,87954.0,,William
354,25893.0,Not Specified,0.0,236.97,59.24,639.0,Lois Rowland,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Chromcraft Rectangular Conference Tables,0.61,United States,West,California,Santa Maria,93454.0,2015-02-14,2015-02-15,1192.04,9.0,1769.91,87952.0,,William
355,7893.0,Not Specified,0.0,236.97,59.24,640.0,Neal Wolfe,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Chromcraft Rectangular Conference Tables,0.61,United States,West,Washington,Seattle,98119.0,2015-02-14,2015-02-15,1192.04,34.0,6686.34,56452.0,Returned,William
356,1539.0,Low,0.06,160.98,35.02,640.0,Neal Wolfe,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,0.72,United States,West,Washington,Seattle,98119.0,2015-03-20,2015-03-24,-229.68,30.0,4620.05,11077.0,,William
357,6387.0,Critical,0.06,65.99,8.8,640.0,Neal Wolfe,Express Air,Consumer,Technology,Telephones and Communication,Small Box,6120,0.58,United States,West,Washington,Seattle,98119.0,2015-04-30,2015-05-01,288.09,34.0,1912.98,45380.0,,William
358,6388.0,Critical,0.0,195.99,4.2,640.0,Neal Wolfe,Express Air,Consumer,Technology,Telephones and Communication,Small Box,KH 688,0.57,United States,West,Washington,Seattle,98119.0,2015-04-30,2015-05-02,1030.509,24.0,4170.87,45380.0,,William
359,24869.0,Low,0.03,51.75,19.99,646.0,Robin High,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,United States,Central,Minnesota,Shakopee,55379.0,2015-06-17,2015-06-22,261.444,16.0,818.81,90735.0,,Chris
360,21760.0,Not Specified,0.02,25.38,8.99,648.0,Steve O'Brien,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",0.5,United States,Central,Illinois,Bolingbrook,60440.0,2015-06-21,2015-06-22,-10.36,1.0,34.11,91365.0,,Chris
361,23154.0,Medium,0.02,3.78,0.71,649.0,Roger Meyer,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulldog Clip,0.39,United States,Central,Illinois,Buffalo Grove,60089.0,2015-05-29,2015-05-30,106.7499,40.0,154.71,91366.0,,Chris
362,24199.0,High,0.08,15.99,13.18,651.0,Leah Clapp,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,West,Nevada,Las Vegas,89115.0,2015-01-07,2015-01-08,-246.92615999999998,12.0,192.33,91575.0,,William
363,23433.0,Low,0.04,880.98,44.55,651.0,Leah Clapp,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,United States,West,Nevada,Las Vegas,89115.0,2015-02-15,2015-02-19,4233.2588,8.0,6901.25,91576.0,,William
364,23434.0,Low,0.07,13.4,4.95,651.0,Leah Clapp,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,0.37,United States,West,Nevada,Las Vegas,89115.0,2015-02-15,2015-02-20,102.76859999999999,11.0,148.94,91576.0,,William
365,23435.0,Low,0.01,15.99,11.28,651.0,Leah Clapp,Regular Air,Consumer,Technology,Office Machines,Medium Box,"210 Trimline Phone, White",0.38,United States,West,Nevada,Las Vegas,89115.0,2015-02-15,2015-02-22,-36.671544,12.0,200.68,91576.0,,William
366,25055.0,Not Specified,0.0,2.78,1.49,653.0,Ann Katz,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Suede Grain Vinyl Binders,0.36,United States,West,California,Rancho Cucamonga,91730.0,2015-04-16,2015-04-17,20.6448,9.0,29.92,91213.0,,William
367,20874.0,Critical,0.1,18.97,9.03,657.0,Derek McCormick,Regular Air,Consumer,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,United States,East,Massachusetts,Oxford,1540.0,2015-01-19,2015-01-21,-24.2048,1.0,19.73,91212.0,,Erin
368,20875.0,Critical,0.0,119.99,56.14,659.0,Marjorie Arthur,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,United States,East,Vermont,South Burlington,5403.0,2015-01-19,2015-01-20,-126.05778,5.0,615.54,91212.0,,Erin
369,23487.0,Critical,0.02,14.58,7.4,663.0,Hilda Bennett,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,DAX Clear Channel Poster Frame,0.48,United States,East,Ohio,Steubenville,43952.0,2015-05-29,2015-06-01,10.802000000000001,17.0,261.34,90922.0,,Erin
370,21086.0,Low,0.04,22.72,8.99,665.0,Miriam Mueller,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.44,United States,South,Tennessee,Murfreesboro,37130.0,2015-01-16,2015-01-20,-678.496,9.0,202.41,88677.0,,Sam
371,18667.0,Critical,0.02,130.98,30.0,665.0,Miriam Mueller,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,United States,South,Tennessee,Murfreesboro,37130.0,2015-04-18,2015-04-19,90.762,6.0,793.39,88678.0,,Sam
372,24776.0,Low,0.02,4.57,5.42,666.0,Emily Sims,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,0.37,United States,South,Tennessee,Nashville,37211.0,2015-04-22,2015-04-26,-352.81399999999996,11.0,54.04,88679.0,,Sam
373,3086.0,Low,0.04,22.72,8.99,667.0,Allison Kirby,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.44,United States,Central,Texas,Dallas,75203.0,2015-01-16,2015-01-20,70.028,37.0,832.14,22147.0,,Chris
374,6776.0,Low,0.02,4.57,5.42,667.0,Allison Kirby,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,0.37,United States,Central,Texas,Dallas,75203.0,2015-04-22,2015-04-26,-124.28049999999999,45.0,221.06,48257.0,,Chris
375,24882.0,Medium,0.09,2.89,0.5,669.0,Amy Shea,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,Central,Iowa,Ottumwa,52501.0,2015-03-20,2015-03-22,40.482299999999995,22.0,58.67,88475.0,,Chris
376,24883.0,Medium,0.02,48.91,5.81,669.0,Amy Shea,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1891,0.38,United States,Central,Iowa,Ottumwa,52501.0,2015-03-20,2015-03-21,32.86,2.0,101.06,88475.0,,Chris
377,18808.0,Low,0.08,296.18,54.12,670.0,Lewis Baldwin,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,South,Virginia,Montclair,22025.0,2015-03-05,2015-03-12,-187.22199999999998,5.0,1429.81,88474.0,,Sam
378,19423.0,Low,0.07,2.88,1.01,672.0,Brian Leach,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Sanford Colorific Colored Pencils, 12/Box",0.55,United States,Central,Iowa,Newton,50208.0,2015-02-05,2015-02-09,9.59,12.0,34.97,88173.0,,Chris
379,19424.0,Low,0.1,195.99,3.99,672.0,Brian Leach,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,R380,0.58,United States,Central,Iowa,Newton,50208.0,2015-02-05,2015-02-12,-655.424,2.0,308.86,88173.0,,Chris
380,25059.0,Critical,0.06,161.55,19.99,674.0,Albert Frost,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,Central,Missouri,Raytown,64133.0,2015-01-02,2015-01-03,-7.580000000000041,3.0,485.01,88174.0,,Chris
381,19326.0,Medium,0.04,15.42,10.68,678.0,Edward McKenzie,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Decoflex Hanging Personal Folder File, Blue",0.58,United States,South,Virginia,Rose Hill,24281.0,2015-04-22,2015-04-23,-109.70400000000001,5.0,81.14,88889.0,,Sam
382,21609.0,Medium,0.01,3.95,5.13,679.0,Katie Dougherty,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",0.59,United States,West,Washington,Spanaway,98387.0,2015-03-04,2015-03-05,-19.93,2.0,10.11,88890.0,,William
383,21610.0,Medium,0.02,367.99,19.99,679.0,Katie Dougherty,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,0.4,United States,West,Washington,Spanaway,98387.0,2015-03-04,2015-03-05,4568.6073,17.0,6621.17,88890.0,,William
384,21612.0,Medium,0.04,95.99,4.9,680.0,Laurence Poe,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,Washington,Spokane,99207.0,2015-03-04,2015-03-06,-258.225,3.0,253.78,88890.0,,William
385,18555.0,Medium,0.06,17.67,8.99,683.0,Seth Merrill,Express Air,Small Business,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",0.47,United States,Central,Nebraska,Papillion,68046.0,2015-04-07,2015-04-08,38.06,4.0,69.96,87765.0,,Chris
386,21411.0,Critical,0.07,279.48,35.0,688.0,Ashley Reese,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,United States,Central,Missouri,Saint Louis,63116.0,2015-05-16,2015-05-16,-207.28,10.0,2716.09,88503.0,,Chris
387,19325.0,Low,0.06,4.18,2.99,688.0,Ashley Reese,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery® Durable Slant Ring Binders With Label Holder,0.37,United States,Central,Missouri,Saint Louis,63116.0,2015-03-06,2015-03-08,-12.719000000000001,5.0,21.34,88504.0,,Chris
388,26321.0,Medium,0.07,1.7,1.99,689.0,Tommy Honeycutt,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,BASF Silver 74 Minute CD-R,0.51,United States,Central,Missouri,Saint Peters,63376.0,2015-02-04,2015-02-05,-51.42,10.0,17.42,88502.0,,Chris
389,19933.0,High,0.09,6.48,6.35,691.0,Alicia Curtis,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 200,0.37,United States,West,Washington,Tacoma,98408.0,2015-03-21,2015-03-22,-88.6,8.0,49.81,89915.0,,William
390,19400.0,Low,0.02,500.98,41.44,693.0,Richard McClure,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,DMI Eclipse Executive Suite Bookcases,0.66,United States,West,Colorado,Thornton,80229.0,2015-03-25,2015-03-25,2568.4628999999995,7.0,3722.41,87811.0,,William
391,18736.0,Low,0.09,5.34,2.99,693.0,Richard McClure,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,0.38,United States,West,Colorado,Thornton,80229.0,2015-03-08,2015-03-15,9.486,17.0,95.1,87812.0,,William
392,18737.0,Low,0.07,140.98,53.48,693.0,Richard McClure,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",0.65,United States,West,Colorado,Thornton,80229.0,2015-03-08,2015-03-15,-263.65,5.0,734.74,87812.0,,William
393,18738.0,Low,0.06,205.99,5.26,693.0,Richard McClure,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,i470,0.56,United States,West,Colorado,Thornton,80229.0,2015-03-08,2015-03-15,890.181,11.0,1882.87,87812.0,,William
394,18810.0,High,0.0,230.98,23.78,693.0,Richard McClure,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bush® Cubix Conference Tables, Fully Assembled",0.6,United States,West,Colorado,Thornton,80229.0,2015-05-05,2015-05-07,6095.860199999999,36.0,8834.58,87813.0,,William
395,22613.0,Medium,0.06,8.12,2.83,696.0,Johnny Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,United States,Central,Indiana,Crown Point,46307.0,2015-03-27,2015-03-28,-82.83,10.0,78.54,89847.0,,Chris
396,22614.0,Medium,0.05,51.65,18.45,696.0,Johnny Reid,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,United States,Central,Indiana,Crown Point,46307.0,2015-03-27,2015-03-28,25.04,12.0,605.1,89847.0,,Chris
397,19225.0,Low,0.1,40.48,19.99,696.0,Johnny Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,Central,Indiana,Crown Point,46307.0,2015-04-07,2015-04-09,-580.32,9.0,355.84,89848.0,,Chris
398,22616.0,Medium,0.1,175.99,8.99,697.0,Adam G Sawyer,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,Central,Indiana,East Chicago,46312.0,2015-03-27,2015-03-28,928.9607999999998,10.0,1346.32,89847.0,,Chris
399,25480.0,Critical,0.08,14.81,13.32,697.0,Adam G Sawyer,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,United States,Central,Indiana,East Chicago,46312.0,2015-02-07,2015-02-09,-131.61720000000003,20.0,292.18,89849.0,,Chris
400,4613.0,Medium,0.06,8.12,2.83,698.0,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,United States,West,Washington,Seattle,98105.0,2015-03-27,2015-03-28,-82.83,41.0,322.03,32869.0,,William
401,4614.0,Medium,0.05,51.65,18.45,698.0,Nelson Hensley,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,United States,West,Washington,Seattle,98105.0,2015-03-27,2015-03-28,25.04,49.0,2470.84,32869.0,,William
402,4616.0,Medium,0.1,175.99,8.99,698.0,Nelson Hensley,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,West,Washington,Seattle,98105.0,2015-03-27,2015-03-28,930.9870000000001,39.0,5250.66,32869.0,,William
403,1225.0,Low,0.1,40.48,19.99,698.0,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,West,Washington,Seattle,98105.0,2015-04-07,2015-04-09,-580.32,36.0,1423.35,8994.0,,William
404,7480.0,Critical,0.08,14.81,13.32,698.0,Nelson Hensley,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,United States,West,Washington,Seattle,98105.0,2015-02-07,2015-02-09,-253.11,79.0,1154.12,53410.0,,William
405,6289.0,Medium,0.03,5.28,5.61,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1954,0.4,United States,West,California,Los Angeles,90041.0,2015-04-23,2015-04-24,-16.67,5.0,32.5,44517.0,,William
406,7733.0,Critical,0.02,6.47,1.22,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",0.4,United States,West,California,Los Angeles,90041.0,2015-06-06,2015-06-07,40.2,30.0,193.95,55392.0,,William
407,7734.0,Critical,0.07,2.84,0.93,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,0.54,United States,West,California,Los Angeles,90041.0,2015-06-06,2015-06-08,3.21,59.0,158.8,55392.0,,William
408,5140.0,High,0.01,7.89,2.82,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",0.4,United States,West,California,Los Angeles,90041.0,2015-06-30,2015-07-01,38.7,32.0,274.26,36647.0,,William
409,5141.0,High,0.09,3.68,1.32,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",0.83,United States,West,California,Los Angeles,90041.0,2015-06-30,2015-07-01,-21.91,24.0,83.16,36647.0,,William
410,5142.0,High,0.1,9.71,9.45,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,0.6,United States,West,California,Los Angeles,90041.0,2015-06-30,2015-07-03,-119.77,27.0,261.93,36647.0,,William
411,4556.0,Medium,0.07,5.02,5.14,699.0,Jenny Gold,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,United States,West,California,Los Angeles,90041.0,2015-01-29,2015-01-31,-168.72,42.0,210.1,32420.0,,William
412,4557.0,Medium,0.07,280.98,57.0,699.0,Jenny Gold,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,United States,West,California,Los Angeles,90041.0,2015-01-29,2015-01-31,-439.62,23.0,6499.87,32420.0,,William
413,448.0,Medium,0.1,4.26,1.2,699.0,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,United States,West,California,Los Angeles,90041.0,2015-05-20,2015-05-21,15.42,88.0,351.56,3042.0,,William
414,18448.0,Medium,0.1,4.26,1.2,700.0,Joseph Grossman,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,United States,West,California,Santa Maria,93454.0,2015-05-20,2015-05-21,33.924,22.0,87.89,87980.0,,William
415,24289.0,Medium,0.03,5.28,5.61,702.0,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1954,0.4,United States,West,California,Santa Rosa,95404.0,2015-04-23,2015-04-24,-16.67,1.0,6.5,87977.0,,William
416,23140.0,High,0.01,7.89,2.82,702.0,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",0.4,United States,West,California,Santa Rosa,95404.0,2015-06-30,2015-07-01,46.440000000000005,8.0,68.56,87979.0,,William
417,23141.0,High,0.09,3.68,1.32,702.0,Kelly O'Connor,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",0.83,United States,West,California,Santa Rosa,95404.0,2015-06-30,2015-07-01,-17.528,6.0,20.79,87979.0,,William
418,23142.0,High,0.1,9.71,9.45,702.0,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,0.6,United States,West,California,Santa Rosa,95404.0,2015-06-30,2015-07-03,-95.816,7.0,67.91,87979.0,,William
419,25734.0,Critical,0.07,2.84,0.93,711.0,Pam Anthony,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,0.54,United States,East,Massachusetts,Winthrop,2152.0,2015-06-06,2015-06-08,3.852,15.0,40.37,87978.0,,Erin
420,20789.0,Not Specified,0.0,8.5,1.99,719.0,Stephen Lam,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,0.49,United States,West,Nevada,Pahrump,89041.0,2015-02-28,2015-03-02,71.7356,14.0,122.25,89344.0,,William
421,20790.0,Not Specified,0.03,95.43,19.99,719.0,Stephen Lam,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,0.79,United States,West,Nevada,Pahrump,89041.0,2015-02-28,2015-03-02,-79.3208,2.0,206.09,89344.0,,William
422,20633.0,Not Specified,0.04,10.64,5.16,721.0,Melvin Duke,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,United States,Central,Indiana,Frankfort,46041.0,2015-06-24,2015-06-25,24.095999999999997,6.0,66.9,91053.0,,Chris
423,20634.0,Not Specified,0.03,2.78,1.34,721.0,Melvin Duke,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Drawing Pencil Set,0.45,United States,Central,Indiana,Frankfort,46041.0,2015-06-24,2015-06-26,6.9719999999999995,15.0,43.13,91053.0,,Chris
424,24574.0,Medium,0.01,7.28,11.15,721.0,Melvin Duke,Regular Air,Corporate,Office Supplies,Paper,Small Box,"Array® Parchment Paper, Assorted Colors",0.37,United States,Central,Indiana,Frankfort,46041.0,2015-04-11,2015-04-13,-24.246,1.0,11.21,91054.0,,Chris
425,19601.0,Medium,0.09,125.99,8.99,724.0,Beverly Cooke Brooks,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,United States,East,Connecticut,Stratford,6614.0,2015-03-15,2015-03-16,-605.374,1.0,100.38,90359.0,,Erin
426,19600.0,Medium,0.1,17.98,4.0,727.0,Lindsay Link,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,East,Maine,Lewiston,4240.0,2015-03-15,2015-03-16,-99.55,4.0,66.32,90359.0,,Erin
427,23436.0,High,0.09,101.41,35.0,731.0,June Herbert,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Tennsco Regal Shelving Units,0.82,United States,East,Massachusetts,Burlington,1803.0,2015-04-26,2015-04-27,-801.1547999999999,12.0,1178.32,90362.0,,Erin
428,21950.0,Not Specified,0.06,350.98,30.0,736.0,Meredith Walters,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,United States,East,New Hampshire,Salem,3079.0,2015-06-15,2015-06-17,797.856,6.0,2016.32,90361.0,,Erin
429,23613.0,Low,0.02,48.04,5.79,737.0,Danny Vaughn,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1937,0.37,United States,East,New Jersey,Bloomfield,7003.0,2015-06-07,2015-06-14,422.4525,12.0,612.25,90360.0,,Erin
430,21949.0,Not Specified,0.02,70.98,46.74,738.0,Peggy Rowe,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Putty",0.56,United States,East,New Jersey,Cranford,7016.0,2015-06-15,2015-06-16,-178.216,4.0,313.63,90361.0,,Erin
431,21951.0,Not Specified,0.04,27.48,4.0,741.0,Stacey Hale,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,United States,East,New Jersey,Summit,7901.0,2015-06-15,2015-06-17,-26.656,15.0,397.17,90361.0,,Erin
432,19209.0,Low,0.02,59.98,3.99,744.0,Joy Maxwell,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,United States,West,Arizona,Oro Valley,85737.0,2015-01-28,2015-02-06,-54.622,1.0,63.48,87725.0,,William
433,19210.0,Low,0.03,5.18,5.74,744.0,Joy Maxwell,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,West,Arizona,Oro Valley,85737.0,2015-01-28,2015-02-01,-126.81418000000001,9.0,47.64,87725.0,,William
434,19638.0,Medium,0.03,119.99,56.14,744.0,Joy Maxwell,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,United States,West,Arizona,Oro Valley,85737.0,2015-01-17,2015-01-19,1400.1,13.0,1545.58,87726.0,,William
435,19505.0,Low,0.09,125.99,8.99,744.0,Joy Maxwell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,United States,West,Arizona,Oro Valley,85737.0,2015-05-25,2015-06-02,916.6806000000001,20.0,2104.99,87727.0,,William
436,19639.0,Medium,0.05,115.79,1.99,745.0,Mary Page,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",0.49,United States,West,Arizona,Peoria,85345.0,2015-01-17,2015-01-19,67.59999999999992,3.0,353.1,87726.0,,William
437,20855.0,Not Specified,0.09,27.75,19.99,750.0,Jordan Wilkinson,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer®,0.67,United States,South,Kentucky,Florence,41042.0,2015-01-12,2015-01-13,-224.644,10.0,257.52,91200.0,,Sam
438,23629.0,Low,0.06,130.98,54.74,751.0,David Wrenn,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",0.69,United States,South,Kentucky,Georgetown,40324.0,2015-02-27,2015-03-06,14.76,3.0,411.64,91201.0,,Sam
439,19679.0,Critical,0.06,2.61,0.5,753.0,Elisabeth Massey,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 479,0.39,United States,West,Arizona,Prescott,86301.0,2015-03-11,2015-03-11,10.85,1.0,17.59,90438.0,,William
440,19680.0,Critical,0.01,6.35,1.02,753.0,Elisabeth Massey,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0.39,United States,West,Arizona,Prescott,86301.0,2015-03-11,2015-03-13,97.66259999999998,22.0,141.54,90438.0,,William
441,25291.0,High,0.06,218.75,69.64,754.0,Helen Lyons,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,West,Arizona,Prescott Valley,86314.0,2015-06-04,2015-06-05,-453.2,4.0,905.4,90437.0,,William
442,25117.0,Low,0.06,119.99,14.0,754.0,Helen Lyons,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,0.36,United States,West,Arizona,Prescott Valley,86314.0,2015-04-12,2015-04-19,-207.679788,2.0,243.86,90439.0,,William
